biofilm,reactor,reactor_num,condition,echem_from_gc,rep,minutes_from_gc,E_from_gc,electrode_from_gc,current_from_gc,min_time_from_gc,norm_time_from_gc,max_current_from_gc,electrode_from_swv,echem_from_swv,minutes_from_swv,E_from_swv,current_from_swv,pred,min_time_from_swv,norm_time_from_swv,max_current_from_swv
A,transfer,2,pbsEtBr,gc,15,1115.1333333333334,-0.399,i1,2.2682737e-8,1080.1333333333334,35,2.2682737e-8,i1,swv,1115.3166666666666,-0.285,1.6541924e-7,1.6831291500311702e-7,1077.8,37.51666666666665,1.6831291500311702e-7
A,transfer,2,pbsEtBr,gc,15,1115.1333333333334,-0.399,i1,2.2682737e-8,1080.1333333333334,35,2.2682737e-8,i2,swv,1115.3166666666666,-0.304,2.8258637e-7,2.5377457594781626e-7,1077.8,37.51666666666665,2.5377457594781626e-7
A,transfer,2,pbsEtBr,gc,16,1117.6333333333334,-0.399,i1,2.2707182e-8,1080.1333333333334,37.5,2.2707182e-8,i1,swv,1117.8166666666666,-0.264,1.8677483e-7,1.677881059719481e-7,1077.8,40.01666666666665,1.677881059719481e-7
A,transfer,2,pbsEtBr,gc,16,1117.6333333333334,-0.399,i1,2.2707182e-8,1080.1333333333334,37.5,2.2707182e-8,i2,swv,1117.8166666666666,-0.299,2.6009292e-7,2.7374043660084055e-7,1077.8,40.01666666666665,2.7374043660084055e-7
A,transfer,2,pbsEtBr,gc,17,1120.1333333333334,-0.399,i1,2.2316243e-8,1080.1333333333334,40,2.2316243e-8,i1,swv,1120.3166666666666,-0.275,1.500498e-7,1.6803472799768157e-7,1077.8,42.51666666666665,1.6803472799768157e-7
A,transfer,2,pbsEtBr,gc,17,1120.1333333333334,-0.399,i1,2.2316243e-8,1080.1333333333334,40,2.2316243e-8,i2,swv,1120.3166666666666,-0.303,2.644465e-7,2.7167787915042764e-7,1077.8,42.51666666666665,2.7167787915042764e-7
A,transfer,2,pbsEtBr,gc,18,1122.6333333333334,-0.399,i1,2.2275662e-8,1080.1333333333334,42.5,2.2275662e-8,i1,swv,1122.8166666666666,-0.283,1.5557421e-7,1.6653496425376176e-7,1077.8,45.01666666666665,1.6653496425376176e-7
A,transfer,2,pbsEtBr,gc,18,1122.6333333333334,-0.399,i1,2.2275662e-8,1080.1333333333334,42.5,2.2275662e-8,i2,swv,1122.8166666666666,-0.31,2.8042606e-7,2.6265361014980514e-7,1077.8,45.01666666666665,2.6265361014980514e-7
A,transfer,2,pbsEtBr,gc,19,1125.1333333333334,-0.399,i1,2.226432e-8,1080.1333333333334,45,2.226432e-8,i1,swv,1125.3166666666666,-0.271,1.5339744e-7,1.6518960345144469e-7,1077.8,47.51666666666665,1.6518960345144469e-7
A,transfer,2,pbsEtBr,gc,19,1125.1333333333334,-0.399,i1,2.226432e-8,1080.1333333333334,45,2.226432e-8,i2,swv,1125.3166666666666,-0.306,2.4638908e-7,2.53329120264425e-7,1077.8,47.51666666666665,2.53329120264425e-7
A,transfer,2,pbsEtBr,gc,2,1082.6333333333334,-0.399,i1,4.0946468e-8,1080.1333333333334,2.5,4.0946468e-8,i1,swv,1082.8,-0.277,2.1294571000000001e-07,2.3287476684789205e-7,1077.8,5,2.3287476684789205e-7
A,transfer,2,pbsEtBr,gc,2,1082.6333333333334,-0.399,i1,4.0946468e-8,1080.1333333333334,2.5,4.0946468e-8,i2,swv,1082.8,-0.298,4.9446021e-7,4.5278488565707495e-7,1077.8,5,4.5278488565707495e-7
A,transfer,2,pbsEtBr,gc,20,1127.6333333333334,-0.399,i1,2.2078357e-8,1080.1333333333334,47.5,2.2078357e-8,i1,swv,1128.0333333333333,-0.26,1.5056102e-7,1.6417768072008514e-07,1077.8,50.23333333333335,1.6417768072008514e-07
A,transfer,2,pbsEtBr,gc,20,1127.6333333333334,-0.399,i1,2.2078357e-8,1080.1333333333334,47.5,2.2078357e-8,i2,swv,1128.0333333333333,-0.299,2.5540953e-7,2.603197997685128e-7,1077.8,50.23333333333335,2.603197997685128e-7
A,transfer,2,pbsEtBr,gc,3,1085.1333333333334,-0.399,i1,3.330678e-8,1080.1333333333334,5,3.330678e-8,i1,swv,1085.3,-0.271,1.8819304e-7,2.1112802102668186e-7,1077.8,7.5,2.1112802102668186e-7
A,transfer,2,pbsEtBr,gc,3,1085.1333333333334,-0.399,i1,3.330678e-8,1080.1333333333334,5,3.330678e-8,i2,swv,1085.3,-0.301,4.2026809e-7,4.465197202893588e-7,1077.8,7.5,4.465197202893588e-7
A,transfer,2,pbsEtBr,gc,4,1087.6333333333334,-0.399,i1,2.9754144e-8,1080.1333333333334,7.5,2.9754144e-8,i1,swv,1087.8,-0.27,1.9521812e-7,2.013038066024801e-7,1077.8,10,2.013038066024801e-7
A,transfer,2,pbsEtBr,gc,4,1087.6333333333334,-0.399,i1,2.9754144e-8,1080.1333333333334,7.5,2.9754144e-8,i2,swv,1087.8,-0.297,4.3761639e-7,4.374823065462679e-7,1077.8,10,4.374823065462679e-7
A,transfer,2,pbsEtBr,gc,5,1090.1333333333334,-0.399,i1,2.6864841e-8,1080.1333333333334,10,2.6864841e-8,i1,swv,1090.3,-0.271,2.0194636e-7,1.9394691512426055e-7,1077.8,12.5,1.9394691512426055e-7
A,transfer,2,pbsEtBr,gc,5,1090.1333333333334,-0.399,i1,2.6864841e-8,1080.1333333333334,10,2.6864841e-8,i2,swv,1090.3,-0.303,4.4632353e-7,4.4107279571821733e-7,1077.8,12.5,4.4107279571821733e-7
A,transfer,2,pbsEtBr,gc,6,1092.6333333333334,-0.399,i1,2.5839803e-8,1080.1333333333334,12.5,2.5839803e-8,i1,swv,1092.8166666666666,-0.276,1.9277746e-7,1.8753659394963627e-7,1077.8,15.016666666666652,1.8753659394963627e-7
A,transfer,2,pbsEtBr,gc,6,1092.6333333333334,-0.399,i1,2.5839803e-8,1080.1333333333334,12.5,2.5839803e-8,i2,swv,1092.8166666666666,-0.303,4.1578258e-7,4.0154059909047803e-7,1077.8,15.016666666666652,4.0154059909047803e-7
A,transfer,2,pbsEtBr,gc,7,1095.1333333333334,-0.399,i1,2.4850873e-8,1080.1333333333334,15,2.4850873e-8,i1,swv,1095.3166666666666,-0.275,1.7692982e-7,1.869101847318597e-7,1077.8,17.51666666666665,1.869101847318597e-7
A,transfer,2,pbsEtBr,gc,7,1095.1333333333334,-0.399,i1,2.4850873e-8,1080.1333333333334,15,2.4850873e-8,i2,swv,1095.3166666666666,-0.303,4.2321994e-7,3.888445931417759e-7,1077.8,17.51666666666665,3.888445931417759e-7
A,transfer,2,pbsEtBr,gc,8,1097.6333333333334,-0.399,i1,2.4568253e-8,1080.1333333333334,17.5,2.4568253e-8,i1,swv,1097.8166666666666,-0.276,1.7331833e-7,1.8148503032984897e-7,1077.8,20.01666666666665,1.8148503032984897e-7
A,transfer,2,pbsEtBr,gc,8,1097.6333333333334,-0.399,i1,2.4568253e-8,1080.1333333333334,17.5,2.4568253e-8,i2,swv,1097.8166666666666,-0.3,3.4414654e-7,3.695818206683059e-7,1077.8,20.01666666666665,3.695818206683059e-7
A,transfer,2,pbsEtBr,gc,9,1100.1333333333334,-0.399,i1,2.393352e-8,1080.1333333333334,20,2.393352e-8,i1,swv,1100.3166666666666,-0.283,1.6777742e-7,1.798040041288787e-7,1077.8,22.51666666666665,1.798040041288787e-7
A,transfer,2,pbsEtBr,gc,9,1100.1333333333334,-0.399,i1,2.393352e-8,1080.1333333333334,20,2.393352e-8,i2,swv,1100.3166666666666,-0.309,3.4785697e-7,3.39129002098668e-7,1077.8,22.51666666666665,3.39129002098668e-7
A,transfer,3,etbrEtBr,gc,1,1195.1333333333334,-0.399,i1,3.8873704e-8,1195.1333333333334,0,3.8873704e-8,i1,swv,1195.3166666666666,-0.275,2.0785006e-7,2.1694758503334657e-7,1192.8166666666666,2.5,2.1694758503334657e-7
A,transfer,3,etbrEtBr,gc,1,1195.1333333333334,-0.399,i1,3.8873704e-8,1195.1333333333334,0,3.8873704e-8,i2,swv,1195.3166666666666,-0.301,5.5506388e-7,5.073283290859308e-7,1192.8166666666666,2.5,5.073283290859308e-7
A,transfer,3,etbrEtBr,gc,10,1217.65,-0.399,i1,2.5734359e-8,1195.1333333333334,22.51666666666665,2.5734359e-8,i1,swv,1217.8166666666666,-0.261,1.547167e-7,1.7585447506340336e-7,1192.8166666666666,25,1.7585447506340336e-7
A,transfer,3,etbrEtBr,gc,10,1217.65,-0.399,i1,2.5734359e-8,1195.1333333333334,22.51666666666665,2.5734359e-8,i2,swv,1217.8166666666666,-0.301,3.4953905e-7,3.359207365878321e-7,1192.8166666666666,25,3.359207365878321e-7
A,transfer,3,etbrEtBr,gc,11,1220.15,-0.399,i1,2.5628916e-8,1195.1333333333334,25.01666666666665,2.5628916e-8,i1,swv,1220.3166666666666,-0.271,1.7058085e-7,1.753383408006489e-7,1192.8166666666666,27.5,1.753383408006489e-7
A,transfer,3,etbrEtBr,gc,11,1220.15,-0.399,i1,2.5628916e-8,1195.1333333333334,25.01666666666665,2.5628916e-8,i2,swv,1220.3166666666666,-0.298,2.933219e-7,3.1140419968856153e-7,1192.8166666666666,27.5,3.1140419968856153e-7
A,transfer,3,etbrEtBr,gc,12,1222.65,-0.399,i1,2.5397581e-8,1195.1333333333334,27.51666666666665,2.5397581e-8,i1,swv,1222.8166666666666,-0.27,1.6485853e-7,1.7443585973353485e-7,1192.8166666666666,30,1.7443585973353485e-7
A,transfer,3,etbrEtBr,gc,12,1222.65,-0.399,i1,2.5397581e-8,1195.1333333333334,27.51666666666665,2.5397581e-8,i2,swv,1222.8166666666666,-0.297,3.353899e-7,3.271740811419447e-7,1192.8166666666666,30,3.271740811419447e-7
A,transfer,3,etbrEtBr,gc,13,1225.15,-0.399,i1,2.5509099e-8,1195.1333333333334,30.01666666666665,2.5509099e-8,i1,swv,1225.3166666666666,-0.257,1.6589746e-7,1.7581073128646103e-7,1192.8166666666666,32.5,1.7581073128646103e-7
A,transfer,3,etbrEtBr,gc,13,1225.15,-0.399,i1,2.5509099e-8,1195.1333333333334,30.01666666666665,2.5509099e-8,i2,swv,1225.3166666666666,-0.301,3.391828e-7,3.135207867443497e-7,1192.8166666666666,32.5,3.135207867443497e-7
A,transfer,3,etbrEtBr,gc,14,1227.65,-0.399,i1,2.5320256e-8,1195.1333333333334,32.51666666666665,2.5320256e-8,i1,swv,1227.8166666666666,-0.268,1.6245089e-7,1.744745138183037e-7,1192.8166666666666,35,1.744745138183037e-7
A,transfer,3,etbrEtBr,gc,14,1227.65,-0.399,i1,2.5320256e-8,1195.1333333333334,32.51666666666665,2.5320256e-8,i2,swv,1227.8166666666666,-0.297,3.0341425e-7,3.1634214559195113e-7,1192.8166666666666,35,3.1634214559195113e-7
A,transfer,3,etbrEtBr,gc,15,1230.15,-0.399,i1,2.5142759e-8,1195.1333333333334,35.01666666666665,2.5142759e-8,i1,swv,1230.3166666666666,-0.276,1.8599974e-7,1.730819227049781e-7,1192.8166666666666,37.5,1.730819227049781e-7
A,transfer,3,etbrEtBr,gc,15,1230.15,-0.399,i1,2.5142759e-8,1195.1333333333334,35.01666666666665,2.5142759e-8,i2,swv,1230.3166666666666,-0.295,3.4800539e-7,3.1476102539758007e-7,1192.8166666666666,37.5,3.1476102539758007e-7
A,transfer,3,etbrEtBr,gc,16,1232.65,-0.399,i1,2.51835e-8,1195.1333333333334,37.51666666666665,2.51835e-8,i1,swv,1232.8166666666666,-0.281,1.5623385e-7,1.720230106422945e-7,1192.8166666666666,40,1.720230106422945e-7
A,transfer,3,etbrEtBr,gc,16,1232.65,-0.399,i1,2.51835e-8,1195.1333333333334,37.51666666666665,2.51835e-8,i2,swv,1232.8166666666666,-0.295,3.0267216e-7,3.1077178747604823e-7,1192.8166666666666,40,3.1077178747604823e-7
A,transfer,3,etbrEtBr,gc,17,1235.15,-0.399,i1,2.4997856e-8,1195.1333333333334,40.01666666666665,2.4997856e-8,i1,swv,1235.3166666666666,-0.265,1.6034006e-7,1.722416911401666e-7,1192.8166666666666,42.5,1.722416911401666e-7
A,transfer,3,etbrEtBr,gc,17,1235.15,-0.399,i1,2.4997856e-8,1195.1333333333334,40.01666666666665,2.4997856e-8,i2,swv,1235.3166666666666,-0.299,2.7199928e-7,2.7190019765791894e-7,1192.8166666666666,42.5,2.7190019765791894e-7
A,transfer,3,etbrEtBr,gc,18,1237.65,-0.399,i1,2.4882986e-8,1195.1333333333334,42.51666666666665,2.4882986e-8,i1,swv,1237.8166666666666,-0.274,1.8365806e-7,1.7246215078036702e-7,1192.8166666666666,45,1.7246215078036702e-7
A,transfer,3,etbrEtBr,gc,18,1237.65,-0.399,i1,2.4882986e-8,1195.1333333333334,42.51666666666665,2.4882986e-8,i2,swv,1237.8166666666666,-0.3,3.0740503e-7,2.959654575318518e-7,1192.8166666666666,45,2.959654575318518e-7
A,transfer,3,etbrEtBr,gc,19,1240.15,-0.399,i1,2.493459e-8,1195.1333333333334,45.01666666666665,2.493459e-8,i1,swv,1240.3166666666666,-0.266,1.884074e-7,1.7182189423771064e-7,1192.8166666666666,47.5,1.7182189423771064e-7
A,transfer,3,etbrEtBr,gc,19,1240.15,-0.399,i1,2.493459e-8,1195.1333333333334,45.01666666666665,2.493459e-8,i2,swv,1240.3166666666666,-0.301,2.7796892e-7,2.922814337465762e-7,1192.8166666666666,47.5,2.922814337465762e-7
A,transfer,3,etbrEtBr,gc,2,1197.6333333333334,-0.399,i1,3.1556745e-8,1195.1333333333334,2.5,3.1556745e-8,i1,swv,1197.8166666666666,-0.272,2.1116472e-7,2.0211094782688436e-7,1192.8166666666666,5,2.0211094782688436e-7
A,transfer,3,etbrEtBr,gc,2,1197.6333333333334,-0.399,i1,3.1556745e-8,1195.1333333333334,2.5,3.1556745e-8,i2,swv,1197.8166666666666,-0.303,4.9581246e-7,4.978287670920742e-7,1192.8166666666666,5,4.978287670920742e-7
A,transfer,3,etbrEtBr,gc,20,1242.65,-0.399,i1,2.5012554e-8,1195.1333333333334,47.51666666666665,2.5012554e-8,i1,swv,1242.9833333333333,-0.266,1.9704859e-7,1.723300144473128e-7,1192.8166666666666,50.16666666666674,1.723300144473128e-7
A,transfer,3,etbrEtBr,gc,20,1242.65,-0.399,i1,2.5012554e-8,1195.1333333333334,47.51666666666665,2.5012554e-8,i2,swv,1242.9833333333333,-0.295,3.0148482e-7,3.0223547458907926e-7,1192.8166666666666,50.16666666666674,3.0223547458907926e-7
